Packet_N GL GP  Date     Time    Lat         Long       Mil Spd Course 
00011924 08 03 02/12/11 19:42:23 5551.8403N 03739.5925E 091 055 102.2
00011925 03 03 02/12/11 08:59:16 5548.2914N 03748.8656E 053 009 282.7
00011925 08 03 02/12/11 19:42:28 5551.8331N 03739.6544E 091 033 101.4
00011926 02 03 02/12/11 08:59:17 5548.2911N 03748.8582E 053 009 255.6
00011926 08 03 02/12/11 19:42:33 5551.8295N 03739.6787E 091 010 138.2
00011927 03 03 02/12/11 08:59:20 5548.2904N 03748.8465E 053 010 307.5
00011927 08 04 02/12/11 19:42:34 5551.8275N 03739.6801E 091 018 173.6
00011928 02 04 02/12/11 08:59:21 5548.2900N 03748.8445E 053 009 291.3
00011929 03 04 02/12/11 08:59:23 5548.2892N 03748.8404E 053 010 274.7
00011930 02 04 02/12/11 08:59:24 5548.2894N 03748.8348E 053 012 274.7
00011930 08 04 02/12/11 19:42:44 5551.7592N 03739.6514E 091 065 194.8
00011931 05 03 02/12/11 08:59:29 5548.2890N 03748.8161E 053 006 040.3
00011931 07 07 02/12/11 19:42:49 5551.7086N 03739.6285E 091 070 191.9
00011932 02 03 02/12/11 08:59:32 5548.2927N 03748.8124E 053 017 306.6
00011932 08 07 02/12/11 19:42:54 5551.6605N 03739.6155E 091 056 185.8
00011933 02 03 02/12/11 08:59:33 5548.2937N 03748.8079E 053 010 305.7
00011933 07 05 02/12/11 19:42:59 5551.6236N 03739.6119E 091 035 178.6
00011934 05 04 02/12/11 08:59:37 5548.2972N 03748.8000E 053 008 285.1
00011934 08 05 02/12/11 19:43:04 5551.6055N 03739.6128E 091 021 177.5
00011935 03 04 02/12/11 08:59:40 5548.2985N 03748.7908E 053 007 244.3
00011935 08 07 02/12/11 19:43:09 5551.5921N 03739.6141E 091 018 174.3
00011936 03 04 02/12/11 08:59:41 5548.2975N 03748.7871E 053 010 251.1
00011936 05 07 02/12/11 19:43:14 5551.5674N 03739.6190E 091 045 170.5
00011937 05 05 02/12/11 08:59:46 5548.2971N 03748.7738E 053 006 255.6
00011937 06 07 02/12/11 19:43:19 5551.5267N 03739.6315E 091 066 165.5
00011938 03 04 02/12/11 08:59:48 5548.2952N 03748.7623E 053 009 265.0
00011938 06 07 02/12/11 19:43:24 5551.4796N 03739.6568E 091 054 159.5
00011939 04 04 02/12/11 08:59:50 5548.2955N 03748.7553E 053 009 294.2
00011939 09 07 02/12/11 19:43:29 5551.4461N 03739.6812E 091 036 154.8
00011940 03 04 02/12/11 08:59:51 5548.2954N 03748.7524E 053 008 268.0
00011940 09 08 02/12/11 19:43:34 5551.4306N 03739.6951E 091 011 152.6
00011941 03 04 02/12/11 08:59:55 5548.2933N 03748.7426E 053 007 270.1
00011941 08 08 02/12/11 19:43:39 5551.4285N 03739.6973E 091 000 036.5
00011942 04 04 02/12/11 09:00:00 5548.2917N 03748.7328E 053 005 273.4
00011942 08 07 02/12/11 19:43:44 5551.4287N 03739.6975E 091 000 325.3
00011943 04 04 02/12/11 09:00:04 5548.2937N 03748.7320E 053 009 354.6
00011943 08 07 02/12/11 19:43:49 5551.4287N 03739.6978E 091 000 163.4
00011944 05 04 02/12/11 09:00:05 5548.2945N 03748.7320E 053 016 358.6
00011944 08 08 02/12/11 19:43:54 5551.4287N 03739.6979E 091 000 194.6
00011945 03 04 02/12/11 09:00:10 5548.3111N 03748.7338E 053 029 000.1
00011945 09 06 02/12/11 19:43:59 5551.4289N 03739.6982E 091 000 262.5
00011946 04 04 02/12/11 09:00:15 5548.3321N 03748.7302E 053 030 356.3
00011946 09 07 02/12/11 19:44:04 5551.4289N 03739.6985E 091 000 295.0
00011947 03 04 02/12/11 09:00:20 5548.3502N 03748.7249E 053 022 356.6
00011947 09 07 02/12/11 19:44:09 5551.4292N 03739.6987E 091 000 262.9
00011948 05 04 02/12/11 09:00:25 5548.3593N 03748.7265E 053 008 004.1
00011948 10 08 02/12/11 19:44:14 5551.4291N 03739.6991E 091 000 151.0
00011949 04 04 02/12/11 09:00:30 5548.3755N 03748.7272E 053 031 358.0
00011949 09 07 02/12/11 19:44:19 5551.4161N 03739.7118E 091 034 150.7
00011950 04 04 02/12/11 09:00:35 5548.3999N 03748.7254E 053 030 003.4
00011950 07 08 02/12/11 19:44:24 5551.3886N 03739.7424E 091 051 143.7
00011951 05 04 02/12/11 09:00:40 5548.4130N 03748.7237E 053 014 007.4
00011951 07 05 02/12/11 19:44:30 5551.3467N 03739.7987E 092 061 142.9
00011952 05 03 02/12/11 09:00:45 5548.4279N 03748.7237E 053 025 357.4
00011952 08 06 02/12/11 19:44:35 5551.3170N 03739.8441E 092 057 138.4
00011953 05 06 02/12/11 09:00:50 5548.4508N 03748.7199E 053 031 357.3
00011953 09 08 02/12/11 19:44:37 5551.3032N 03739.8659E 092 066 138.5
00011954 05 05 02/12/11 09:00:55 5548.4717N 03748.7195E 053 020 358.2
00011954 10 08 02/12/11 19:44:42 5551.2623N 03739.9296E 092 078 139.6
00011955 04 07 02/12/11 09:00:59 5548.4827N 03748.7202E 053 012 015.1
00011955 08 06 02/12/11 19:44:47 5551.2193N 03739.9961E 092 074 139.2
00011956 05 06 02/12/11 09:01:04 5548.4867N 03748.7210E 053 004 342.1
00011956 10 07 02/12/11 19:44:52 5551.1770N 03740.0609E 092 073 139.5
00011957 05 07 02/12/11 09:01:09 5548.4844N 03748.7203E 053 000 059.5
00011957 09 06 02/12/11 19:44:57 5551.1374N 03740.1209E 092 068 138.3
00011958 05 05 02/12/11 09:01:14 5548.4842N 03748.7202E 053 000 331.1
00011958 10 05 02/12/11 19:45:02 5551.0987N 03740.1802E 092 063 138.9
00011959 05 07 02/12/11 09:01:19 5548.4843N 03748.7201E 053 000 016.1
00011959 09 06 02/12/11 19:45:06 5551.0695N 03740.2241E 092 065 146.0
00011960 04 06 02/12/11 09:01:24 5548.4847N 03748.7203E 053 002 318.0
00011960 08 07 02/12/11 19:45:09 5551.0422N 03740.2484E 092 069 162.2
00011961 05 03 02/12/11 09:01:25 5548.4836N 03748.7191E 053 011 314.4
00011961 09 08 02/12/11 19:45:12 5551.0095N 03740.2566E 092 077 178.3
00011962 04 04 02/12/11 09:01:26 5548.4849N 03748.7181E 053 014 329.0
00011962 08 07 02/12/11 19:45:17 5550.9514N 03740.2555E 092 074 183.0
00011963 04 01 02/12/11 09:01:27 5548.4886N 03748.7173E 053 024 359.0
00011963 09 08 02/12/11 19:45:22 5550.9024N 03740.2487E 092 050 190.0
00011964 04 05 02/12/11 09:01:28 5548.4952N 03748.7171E 053 029 354.3
00011964 10 08 02/12/11 19:45:27 5550.8727N 03740.2391E 093 032 190.8
00011965 03 05 02/12/11 09:01:33 5548.5175N 03748.7182E 053 030 355.5
00011965 07 07 02/12/11 19:45:32 5550.8454N 03740.2299E 093 040 191.1
00011966 02 05 02/12/11 09:01:38 5548.5397N 03748.7167E 053 018 001.7
00011966 09 08 02/12/11 19:45:37 5550.8153N 03740.2201E 093 041 191.0
00011967 05 04 02/12/11 09:01:43 5548.5624N 03748.7169E 053 027 358.7
00011967 10 08 02/12/11 19:45:42 5550.7798N 03740.2002E 093 057 208.4
00011968 05 03 02/12/11 09:01:48 5548.5822N 03748.7124E 054 023 356.0
00011968 10 08 02/12/11 19:45:47 5550.7415N 03740.1540E 093 065 212.4
00011969 04 04 02/12/11 09:01:53 5548.6007N 03748.7111E 054 021 359.0
00011969 09 06 02/12/11 19:45:52 5550.6982N 03740.0974E 093 074 218.5
00011970 05 05 02/12/11 09:01:58 5548.6120N 03748.7112E 054 004 359.1
00011970 09 05 02/12/11 19:45:57 5550.6550N 03740.0406E 093 067 216.9
00011971 06 05 02/12/11 09:02:03 5548.6122N 03748.7074E 054 000 248.7
00011971 08 06 02/12/11 19:46:02 5550.6165N 03739.9924E 093 056 211.9
00011972 05 06 02/12/11 09:02:08 5548.6122N 03748.7073E 054 000 276.6
00011972 09 08 02/12/11 19:46:07 5550.5783N 03739.9481E 093 059 214.7
00011973 06 06 02/12/11 09:02:13 5548.6121N 03748.7072E 054 000 257.5
00011973 09 08 02/12/11 19:46:12 5550.5470N 03739.9068E 093 045 217.8
00011974 06 07 02/12/11 09:02:18 5548.6121N 03748.7067E 054 000 208.6
00011974 09 08 02/12/11 19:46:16 5550.5292N 03739.8862E 093 025 201.0
00011975 06 08 02/12/11 09:02:23 5548.6122N 03748.7065E 054 000 069.5
00011975 07 07 02/12/11 19:46:21 5550.5065N 03739.8677E 093 048 214.4
00011976 06 04 02/12/11 09:02:28 5548.6123N 03748.7063E 054 000 224.6
00011976 08 05 02/12/11 19:46:26 5550.4723N 03739.8260E 093 068 216.5
00011977 06 03 02/12/11 09:02:31 5548.6161N 03748.7025E 054 013 342.3
00011977 09 06 02/12/11 19:46:31 5550.4276N 03739.7686E 093 080 214.6
00011978 04 05 02/12/11 09:02:36 5548.6285N 03748.7020E 054 018 009.7
00011978 08 07 02/12/11 19:46:36 5550.3746N 03739.7040E 094 089 216.6
00011979 06 07 02/12/11 09:02:38 5548.6357N 03748.7044E 054 011 020.5
00011979 09 07 02/12/11 19:46:41 5550.3190N 03739.6278E 094 096 216.6
00011980 05 05 02/12/11 09:02:39 5548.6372N 03748.7058E 054 010 039.7
00011980 08 06 02/12/11 19:46:46 5550.2630N 03739.5553E 094 088 215.6
00011981 06 06 02/12/11 09:02:40 5548.6381N 03748.7077E 054 009 058.5
00011981 08 06 02/12/11 19:46:51 5550.2078N 03739.4841E 094 093 216.6
00011982 06 07 02/12/11 09:02:41 5548.6386N 03748.7098E 054 008 069.5
00011982 09 07 02/12/11 19:46:56 5550.1507N 03739.4062E 094 097 217.3
00011983 05 08 02/12/11 09:02:46 5548.6393N 03748.7146E 054 003 073.3
00011983 08 08 02/12/11 19:47:01 5550.0902N 03739.3328E 094 098 210.8
00011984 04 07 02/12/11 09:02:51 5548.6393N 03748.7160E 054 000 054.3
00011984 07 07 02/12/11 19:47:06 5550.0266N 03739.2690E 094 095 208.4
00011985 04 05 02/12/11 09:02:56 5548.6397N 03748.7193E 054 002 067.1
00011985 08 08 02/12/11 19:47:11 5549.9633N 03739.2064E 095 097 209.2
00011986 03 06 02/12/11 09:02:57 5548.6400N 03748.7228E 054 014 074.6
00011986 08 08 02/12/11 19:47:16 5549.8987N 03739.1420E 095 099 210.1
00011987 06 08 02/12/11 09:03:02 5548.6420N 03748.7443E 054 021 078.7
00011987 08 06 02/12/11 19:47:21 5549.8344N 03739.0728E 095 101 212.5
00011988 07 06 02/12/11 19:47:26 5549.7711N 03739.0014E 095 097 212.3
00011988 07 08 02/12/11 09:03:07 5548.6453N 03748.7763E 054 024 077.6
00011989 07 08 02/12/11 09:03:12 5548.6485N 03748.8044E 054 018 080.1
00011989 08 08 02/12/11 19:47:31 5549.7066N 03738.9361E 095 101 209.1
00011990 06 08 02/12/11 09:03:17 5548.6504N 03748.8232E 054 015 077.2
00011990 07 07 02/12/11 19:47:37 5549.6263N 03738.8553E 095 101 210.3
00011991 05 05 02/12/11 19:47:42 5549.5513N 03738.8124E 095 103 209.7
00011991 07 08 02/12/11 09:03:18 5548.6513N 03748.8311E 054 014 079.0
00011992 06 06 02/12/11 09:03:23 5548.6527N 03748.8463E 054 006 077.0
00011992 07 07 02/12/11 19:47:47 5549.4899N 03738.7319E 095 097 211.4
00011993 06 08 02/12/11 09:03:28 5548.6533N 03748.8523E 054 004 076.6
00011993 08 06 02/12/11 19:47:52 5549.4299N 03738.6659E 096 093 211.1
00011994 07 08 02/12/11 09:03:33 5548.6538N 03748.8572E 054 001 074.2
00011994 07 08 02/12/11 19:47:57 5549.3698N 03738.6019E 096 093 210.0
00011995 07 06 02/12/11 09:03:38 5548.6538N 03748.8579E 054 000 025.5
00011996 07 08 02/12/11 09:03:43 5548.6538N 03748.8583E 054 000 001.1
00011996 08 08 02/12/11 19:48:11 5549.2185N 03738.4378E 096 084 210.6
00011997 07 07 02/12/11 09:03:48 5548.6538N 03748.8587E 054 000 170.6
00011997 08 06 02/12/11 19:48:21 5549.0972N 03738.3446E 096 089 193.9
00011998 06 07 02/12/11 09:03:53 5548.6538N 03748.8594E 054 000 269.7
00011999 06 07 02/12/11 09:03:58 5548.6537N 03748.8601E 054 000 129.0
00012000 06 07 02/12/11 19:48:37 5548.8768N 03738.2924E 097 100 185.6
00012000 06 08 02/12/11 09:04:03 5548.6536N 03748.8609E 054 000 076.7
00012001 05 06 02/12/11 09:04:08 5548.6560N 03748.8838E 054 026 075.4
00012001 06 07 02/12/11 19:48:42 5548.8017N 03738.2783E 097 101 187.1
00012002 04 08 02/12/11 09:04:10 5548.6577N 03748.8981E 054 027 078.6
00012002 05 07 02/12/11 19:48:48 5548.7100N 03738.2642E 097 099 187.6
00012003 06 07 02/12/11 09:04:17 5548.6621N 03748.9532E 054 031 076.3
00012003 07 07 02/12/11 19:48:53 5548.6365N 03738.2495E 097 098 185.0
00012004 06 06 02/12/11 09:04:22 5548.6674N 03748.9981E 054 036 076.5
00012004 08 07 02/12/11 19:48:58 5548.5642N 03738.2383E 097 096 184.6
00012005 06 08 02/12/11 19:49:03 5548.4946N 03738.2295E 097 092 186.5
00012005 07 06 02/12/11 09:04:28 5548.6750N 03749.0596E 054 040 077.8
00012006 06 08 02/12/11 19:49:08 5548.4261N 03738.2155E 097 093 186.3
00012006 07 07 02/12/11 09:04:34 5548.6841N 03749.1281E 054 049 077.2
00012007 05 08 02/12/11 19:49:13 5548.3558N 03738.2015E 098 095 186.2
00012007 08 06 02/12/11 09:04:40 5548.6940N 03749.2031E 054 048 077.7
00012008 05 06 02/12/11 19:49:18 5548.2833N 03738.1862E 098 098 185.7
00012008 08 07 02/12/11 09:04:53 5548.7150N 03749.3623E 054 043 077.6
00012009 07 08 02/12/11 19:49:23 5548.2107N 03738.1701E 098 097 186.0
00012009 08 06 02/12/11 09:04:59 5548.7250N 03749.4374E 054 046 077.5
00012010 05 08 02/12/11 19:49:28 5548.1378N 03738.1565E 098 096 186.7
00012010 08 07 02/12/11 09:05:05 5548.7330N 03749.4992E 054 034 076.6
00012011 05 08 02/12/11 19:49:33 5548.0648N 03738.1388E 098 099 187.8
00012011 08 08 02/12/11 09:05:17 5548.7436N 03749.5820E 055 030 077.0
00012012 08 08 02/12/11 09:05:22 5548.7494N 03749.6248E 055 034 077.8
00012012 08 08 02/12/11 19:49:38 5547.9917N 03738.1229E 098 097 186.9
00012013 07 06 02/12/11 09:05:29 5548.7594N 03749.7003E 055 043 077.7
00012013 09 08 02/12/11 19:49:43 5547.9210N 03738.1078E 098 095 186.8
00012014 08 07 02/12/11 19:49:48 5547.8485N 03738.0923E 099 097 187.0
00012014 08 08 02/12/11 09:05:35 5548.7664N 03749.7548E 055 029 076.4
00012015 08 08 02/12/11 09:05:40 5548.7712N 03749.7899E 055 031 078.8
00012015 09 07 02/12/11 19:49:53 5547.7787N 03738.0768E 099 091 186.8
00012016 08 07 02/12/11 09:05:46 5548.7777N 03749.8437E 055 037 078.3
00012016 09 08 02/12/11 19:49:59 5547.6984N 03738.0590E 099 088 186.9
00012017 08 07 02/12/11 09:05:52 5548.7848N 03749.9087E 055 045 081.7
00012017 09 08 02/12/11 19:50:04 5547.6346N 03738.0550E 099 083 177.5
00012018 07 06 02/12/11 09:06:00 5548.7915N 03750.0066E 055 049 082.6
00012018 09 07 02/12/11 19:50:09 5547.5741N 03738.0613E 099 077 176.2
00012019 08 06 02/12/11 09:06:05 5548.7946N 03750.0679E 055 046 084.2
00012019 09 07 02/12/11 19:50:14 5547.5196N 03738.0678E 099 072 174.4
00012020 05 06 02/12/11 19:50:19 5547.4701N 03738.0744E 099 076 178.6
00012020 06 08 02/12/11 09:06:16 5548.8073N 03750.2143E 055 049 079.4
00012021 04 06 02/12/11 19:50:24 5547.4102N 03738.0732E 099 075 177.8
00012021 08 07 02/12/11 09:06:22 5548.8163N 03750.2898E 055 045 078.4
00012022 08 08 02/12/11 09:06:28 5548.8241N 03750.3518E 055 033 078.5
00012023 09 08 02/12/11 09:06:35 5548.8305N 03750.4123E 055 032 094.5
00012024 08 05 02/12/11 19:50:44 5547.2299N 03738.0846E 100 034 177.3
00012024 08 08 02/12/11 09:06:41 5548.8188N 03750.4567E 055 031 142.7
00012025 06 07 02/12/11 19:50:49 5547.2147N 03738.0891E 100 006 178.4
00012025 09 08 02/12/11 09:06:43 5548.8110N 03750.4650E 055 030 159.1
00012026 08 06 02/12/11 19:50:54 5547.2117N 03738.0906E 100 003 178.3
00012026 09 08 02/12/11 09:06:48 5548.7886N 03750.4649E 055 031 201.1
00012027 07 06 02/12/11 19:50:59 5547.1991N 03738.0926E 100 024 181.5
00012027 09 08 02/12/11 09:06:53 5548.7722N 03750.4399E 056 027 242.1
00012028 09 05 02/12/11 19:51:04 5547.1749N 03738.0946E 100 042 177.4
00012028 09 08 02/12/11 09:07:01 5548.7722N 03750.3862E 056 022 297.1
00012029 05 07 02/12/11 19:51:09 5547.1414N 03738.0970E 100 042 177.4
00012029 09 08 02/12/11 09:07:06 5548.7828N 03750.3650E 056 019 327.1
00012030 04 07 02/12/11 19:51:15 5547.1094N 03738.0960E 100 032 180.4
00012030 08 08 02/12/11 09:07:12 5548.8065N 03750.3536E 056 038 353.0
00012031 04 06 02/12/11 19:51:20 5547.0902N 03738.0998E 100 015 186.3
00012031 08 05 02/12/11 09:07:21 5548.8700N 03750.3428E 056 053 357.2
00012032 06 07 02/12/11 19:51:25 5547.0821N 03738.1026E 100 003 191.0
00012032 09 08 02/12/11 09:07:26 5548.9113N 03750.3381E 056 061 356.5
00012033 05 07 02/12/11 19:51:30 5547.0818N 03738.1024E 100 000 298.7
00012033 09 08 02/12/11 09:07:32 5548.9677N 03750.3285E 056 065 352.4
00012034 06 06 02/12/11 19:51:35 5547.0818N 03738.1023E 100 000 305.5
00012034 09 07 02/12/11 09:07:38 5549.0281N 03750.3135E 056 069 354.1
00012035 04 07 02/12/11 19:51:40 5547.0818N 03738.1024E 100 000 238.4
00012035 09 08 02/12/11 09:07:43 5549.0799N 03750.3068E 056 070 356.0
00012036 06 05 02/12/11 19:51:45 5547.0774N 03738.1005E 100 013 194.1
00012036 09 08 02/12/11 09:07:48 5549.1302N 03750.2989E 056 066 353.4
00012037 05 06 02/12/11 19:51:50 5547.0643N 03738.0971E 100 025 190.2
00012037 09 07 02/12/11 09:07:54 5549.1905N 03750.2837E 056 069 350.3
00012038 05 04 02/12/11 19:51:55 5547.0429N 03738.0883E 100 032 191.9
00012038 08 07 02/12/11 09:08:00 5549.2526N 03750.2615E 056 071 347.4
00012039 06 06 02/12/11 19:52:00 5547.0188N 03738.0831E 100 041 192.1
00012039 08 08 02/12/11 09:08:05 5549.3052N 03750.2373E 057 069 343.7
00012040 06 06 02/12/11 19:52:05 5546.9807N 03738.0628E 100 060 193.5
00012040 08 07 02/12/11 09:08:07 5549.3257N 03750.2266E 057 070 343.0
00012041 05 06 02/12/11 19:52:08 5546.9527N 03738.0484E 100 068 193.0
00012041 10 08 02/12/11 09:08:12 5549.3762N 03750.1960E 057 071 340.1
00012042 04 06 02/12/11 19:52:13 5546.9055N 03738.0255E 100 061 194.0
00012042 10 08 02/12/11 09:08:17 5549.4251N 03750.1614E 057 068 337.2
00012043 07 06 02/12/11 19:52:18 5546.8595N 03738.0067E 100 054 194.4
00012043 09 06 02/12/11 09:08:22 5549.4700N 03750.1258E 057 064 334.9
00012044 05 05 02/12/11 19:52:23 5546.8178N 03737.9906E 100 062 189.7
00012044 10 08 02/12/11 09:08:27 5549.5118N 03750.0886E 057 065 332.0
00012045 07 08 02/12/11 09:08:32 5549.5553N 03750.0456E 057 070 329.6
00012045 08 07 02/12/11 19:52:25 5546.7988N 03737.9842E 100 069 190.6
00012046 06 07 02/12/11 19:52:30 5546.7435N 03737.9673E 101 077 188.8
00012046 09 07 02/12/11 09:08:37 5549.5994N 03749.9971E 057 068 327.4
00012047 06 05 02/12/11 19:52:35 5546.6913N 03737.9554E 101 059 185.0
00012047 09 08 02/12/11 09:08:42 5549.6407N 03749.9460E 057 065 323.6
00012048 07 05 02/12/11 19:52:40 5546.6464N 03737.9511E 101 067 182.8
00012048 10 07 02/12/11 09:08:47 5549.6804N 03749.8923E 057 066 321.2
00012049 08 04 02/12/11 19:52:45 5546.5928N 03737.9451E 101 073 182.4
00012049 10 08 02/12/11 09:08:52 5549.7183N 03749.8360E 057 065 318.9
00012050 10 08 02/12/11 09:08:54 5549.7327N 03749.8130E 057 065 317.7
00012051 08 08 02/12/11 09:08:59 5549.7689N 03749.7508E 058 068 315.6
00012052 05 04 02/12/11 19:53:02 5546.4877N 03737.9347E 101 011 178.5
00012052 10 08 02/12/11 09:09:04 5549.8035N 03749.6855E 058 066 312.5
00012053 05 04 02/12/11 19:53:07 5546.4737N 03737.9337E 101 018 181.9
00012053 10 08 02/12/11 09:09:09 5549.8372N 03749.6189E 058 066 312.2
00012054 05 05 02/12/11 19:53:12 5546.4580N 03737.9321E 101 021 178.3
00012054 09 08 02/12/11 09:09:14 5549.8715N 03749.5513E 058 067 312.0
00012055 06 06 02/12/11 19:53:17 5546.4456N 03737.9347E 101 005 160.6
00012055 10 08 02/12/11 09:09:19 5549.9064N 03749.4834E 058 068 313.0
00012056 06 05 02/12/11 19:53:23 5546.4444N 03737.9359E 101 000 158.6
00012056 09 07 02/12/11 09:09:24 5549.9418N 03749.4144E 058 070 312.6
00012057 06 04 02/12/11 19:53:28 5546.4442N 03737.9361E 101 000 155.6
00012057 09 06 02/12/11 09:09:29 5549.9760N 03749.3480E 058 068 313.6
00012058 07 05 02/12/11 19:53:33 5546.4441N 03737.9365E 101 000 235.0
00012058 09 08 02/12/11 09:09:34 5550.0097N 03749.2826E 058 068 312.4
00012059 07 05 02/12/11 19:53:38 5546.4440N 03737.9365E 101 000 131.1
00012059 09 07 02/12/11 09:09:39 5550.0440N 03749.2154E 058 067 312.5
00012060 07 03 02/12/11 19:53:43 5546.4440N 03737.9368E 101 000 276.4
00012060 09 08 02/12/11 09:09:44 5550.0787N 03749.1478E 058 071 312.4
00012061 07 05 02/12/11 19:53:48 5546.4440N 03737.9370E 101 000 229.0
00012061 09 07 02/12/11 09:09:49 5550.1145N 03749.0773E 058 070 312.6
00012062 07 06 02/12/11 19:53:53 5546.4440N 03737.9368E 101 000 355.2
00012062 08 08 02/12/11 09:09:54 5550.1504N 03749.0071E 059 069 312.0
00012063 07 06 02/12/11 19:53:58 5546.4440N 03737.9366E 101 000 136.1
00012063 09 08 02/12/11 09:09:59 5550.1859N 03748.9381E 059 070 312.4
00012064 07 05 02/12/11 19:54:03 5546.4439N 03737.9367E 101 000 118.3
00012064 09 08 02/12/11 09:10:05 5550.2283N 03748.8553E 059 071 311.9
00012065 07 07 02/12/11 19:54:08 5546.4437N 03737.9369E 101 000 132.4
00012065 09 08 02/12/11 09:10:10 5550.2649N 03748.7838E 059 076 312.9
00012066 07 07 02/12/11 19:54:13 5546.4435N 03737.9371E 101 000 142.4
00012066 09 08 02/12/11 09:10:15 5550.3053N 03748.7065E 059 080 312.9
00012067 07 07 02/12/11 19:54:18 5546.4435N 03737.9370E 101 000 340.7
00012067 09 06 02/12/11 09:10:20 5550.3462N 03748.6276E 059 081 312.0
00012068 07 07 02/12/11 19:54:23 5546.4435N 03737.9368E 101 000 142.8
00012068 08 08 02/12/11 09:10:25 5550.3873N 03748.5484E 059 082 313.0
00012069 07 07 02/12/11 19:54:29 5546.4435N 03737.9365E 101 000 313.2
00012069 08 07 02/12/11 09:10:30 5550.4298N 03748.4662E 059 085 311.5
00012070 07 06 02/12/11 19:54:34 5546.4438N 03737.9363E 101 000 111.4
00012070 09 08 02/12/11 09:10:35 5550.4736N 03748.3811E 059 087 312.8
00012071 06 07 02/12/11 19:54:39 5546.4441N 03737.9361E 101 000 021.9
00012071 09 08 02/12/11 09:10:40 5550.5177N 03748.2933E 060 088 311.4
00012072 07 07 02/12/11 19:54:44 5546.4443N 03737.9360E 101 000 316.6
00012072 09 08 02/12/11 09:10:45 5550.5606N 03748.2077E 060 084 312.1
00012073 07 07 02/12/11 19:54:49 5546.4442N 03737.9364E 101 000 202.6
00012073 09 06 02/12/11 09:10:50 5550.6023N 03748.1257E 060 083 312.5
00012074 07 07 02/12/11 19:54:54 5546.4440N 03737.9368E 101 000 150.1
00012074 08 06 02/12/11 09:10:55 5550.6442N 03748.0443E 060 083 312.8
00012075 07 07 02/12/11 19:54:59 5546.4439N 03737.9369E 101 000 046.6
00012075 08 08 02/12/11 09:11:00 5550.6869N 03747.9614E 060 082 312.5
00012076 06 07 02/12/11 19:55:04 5546.4439N 03737.9370E 101 000 188.1
00012076 08 08 02/12/11 09:11:05 5550.7284N 03747.8809E 060 081 312.4
00012077 07 06 02/12/11 19:55:09 5546.4440N 03737.9368E 101 000 245.8
00012077 09 08 02/12/11 09:11:10 5550.7699N 03747.8019E 060 081 312.8
00012078 07 07 02/12/11 19:55:14 5546.4441N 03737.9365E 101 000 191.1
00012078 08 08 02/12/11 09:11:16 5550.8184N 03747.7064E 060 079 311.9
00012079 06 07 02/12/11 19:55:19 5546.4372N 03737.9365E 101 019 178.4
00012079 09 07 02/12/11 09:11:21 5550.8592N 03747.6277E 060 081 312.6
00012080 06 07 02/12/11 19:55:24 5546.4199N 03737.9357E 101 029 177.0
00012080 09 07 02/12/11 09:11:26 5550.9020N 03747.5453E 061 085 312.5
00012081 07 07 02/12/11 19:55:29 5546.3953N 03737.9355E 101 029 178.7
00012081 09 08 02/12/11 09:11:31 5550.9455N 03747.4604E 061 086 312.7
00012082 06 06 02/12/11 19:55:34 5546.3729N 03737.9395E 101 030 157.0
00012082 09 08 02/12/11 09:11:36 5550.9887N 03747.3763E 061 084 311.9
00012083 05 03 02/12/11 19:55:36 5546.3647N 03737.9497E 101 039 127.5
00012083 09 08 02/12/11 09:11:41 5551.0304N 03747.2948E 061 081 313.2
00012084 07 05 02/12/11 19:55:38 5546.3589N 03737.9693E 101 047 105.9
00012084 08 08 02/12/11 09:11:46 5551.0738N 03747.2152E 061 085 312.9
00012085 10 07 02/12/11 19:55:42 5546.3521N 03738.0238E 101 060 100.6
00012085 10 08 02/12/11 09:11:51 5551.1166N 03747.1341E 061 082 312.4
00012086 09 08 02/12/11 09:11:56 5551.1587N 03747.0526E 061 083 312.7
00012087 09 07 02/12/11 09:12:01 5551.1990N 03746.9737E 061 079 312.4
00012088 10 08 02/12/11 09:12:06 5551.2390N 03746.8962E 061 079 312.3
00012089 09 07 02/12/11 09:12:11 5551.2789N 03746.8188E 062 078 312.1
00012090 10 07 02/12/11 09:12:16 5551.3179N 03746.7428E 062 076 312.5
00012091 08 05 02/12/11 19:56:18 5546.2272N 03738.5854E 102 073 118.0
00012091 09 08 02/12/11 09:12:21 5551.3572N 03746.6667E 062 077 313.0
00012092 07 06 02/12/11 19:56:28 5546.1759N 03738.7643E 102 081 116.6
00012092 09 08 02/12/11 09:12:27 5551.4041N 03746.5754E 062 076 312.3
00012093 07 03 02/12/11 19:56:38 5546.1255N 03738.9497E 102 073 119.0
00012093 08 08 02/12/11 09:12:32 5551.4423N 03746.5022E 062 074 313.0
00012094 07 07 02/12/11 19:56:48 5546.0476N 03739.0793E 103 057 142.4
00012094 10 08 02/12/11 09:12:37 5551.4809N 03746.4279E 062 077 312.4
00012095 08 06 02/12/11 19:56:58 5545.9756N 03739.1798E 103 059 139.5
00012095 09 07 02/12/11 09:12:42 5551.5189N 03746.3540E 062 075 311.7
00012096 07 07 02/12/11 19:56:59 5545.9685N 03739.1897E 103 057 140.4
00012096 09 07 02/12/11 09:12:47 5551.5572N 03746.2803E 062 074 312.2
00012097 07 06 02/12/11 19:57:04 5545.9325N 03739.2376E 103 061 141.1
